username,audiofile,label,segment_index,start_time_sec,end_time_sec,embedding_x,embedding_y
dummyuser2,755167__barz99__street.mp4,1.0,0.0,0.0,1.0,-1.1459072,-14.269226
dummyuser2,755167__barz99__street.mp4,1.0,1.0,1.0,2.0,-0.99358755,-13.791458
dummyuser2,755167__barz99__street.mp4,1.0,2.0,2.0,3.0,-0.9368634,-13.660738
dummyuser2,755167__barz99__street.mp4,1.0,3.0,3.0,4.0,-0.9236423,-13.687132
dummyuser2,755167__barz99__street.mp4,1.0,4.0,4.0,5.0,-0.9843252,-13.821374
dummyuser2,755167__barz99__street.mp4,1.0,5.0,5.0,6.0,-0.9343752,-13.755155
dummyuser2,755167__barz99__street.mp4,1.0,6.0,6.0,7.0,-0.9129079,-13.796975
dummyuser2,755167__barz99__street.mp4,1.0,7.0,7.0,8.0,-1.0833447,-14.1370535
dummyuser2,755167__barz99__street.mp4,1.0,8.0,8.0,9.0,-1.1182903,-14.274337
dummyuser2,755167__barz99__street.mp4,1.0,9.0,9.0,10.0,-1.1210235,-14.231436
dummyuser2,755167__barz99__street.mp4,1.0,10.0,10.0,11.0,-1.2065902,-14.282917
dummyuser2,755167__barz99__street.mp4,1.0,11.0,11.0,12.0,-1.1982037,-14.355214
dummyuser2,755167__barz99__street.mp4,1.0,12.0,12.0,13.0,-1.122646,-14.387489
dummyuser2,755167__barz99__street.mp4,1.0,13.0,13.0,14.0,-1.176515,-14.323189
dummyuser2,755167__barz99__street.mp4,1.0,14.0,14.0,15.0,-1.103216,-14.271285
dummyuser2,755167__barz99__street.mp4,1.0,15.0,15.0,16.0,-1.1612004,-14.290957
dummyuser2,755167__barz99__street.mp4,1.0,16.0,16.0,17.0,-0.8947992,-13.743691
dummyuser2,755167__barz99__street.mp4,1.0,17.0,17.0,18.0,-1.1682802,-14.331107
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,0.0,0.0,1.0,-1.2408845,-10.747578
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,1.0,1.0,2.0,-1.6118714,-9.997813
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,2.0,2.0,3.0,-1.585973,-10.018047
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,3.0,3.0,4.0,-1.3824258,-10.50715
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,4.0,4.0,5.0,-1.6056362,-10.032844
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,5.0,5.0,6.0,-1.5204993,-10.122109
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,6.0,6.0,7.0,-1.6454848,-10.114532
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,7.0,7.0,8.0,-1.5539025,-10.192937
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,8.0,8.0,9.0,-1.3779895,-10.489517
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,9.0,9.0,10.0,-1.4658656,-10.352471
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,10.0,10.0,11.0,-1.4088047,-10.43985
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,11.0,11.0,12.0,-1.2673491,-10.67658
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,12.0,12.0,13.0,-1.3252188,-10.598688
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,13.0,13.0,14.0,-1.2984079,-10.647416
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,14.0,14.0,15.0,-1.2868218,-10.628011
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,15.0,15.0,16.0,-0.93593246,-11.466636
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,16.0,16.0,17.0,-1.1049255,-11.125326
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,17.0,17.0,18.0,-1.0728265,-11.127882
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,18.0,18.0,19.0,-0.79800075,-11.901559
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,19.0,19.0,20.0,-0.95293754,-11.367949
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,20.0,20.0,21.0,-0.5289772,-12.526398
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,21.0,21.0,22.0,-0.71427256,-11.55928
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,22.0,22.0,23.0,-1.858026,-8.949866
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,23.0,23.0,24.0,-1.685406,-9.875786
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,24.0,24.0,25.0,-1.7864761,-9.582345
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,25.0,25.0,26.0,-1.7330605,-9.812627
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,26.0,26.0,27.0,-1.8497218,-9.616899
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,27.0,27.0,28.0,-1.832806,-8.986269
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,28.0,28.0,29.0,-1.8307413,-8.979141
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,29.0,29.0,30.0,-1.8739986,-9.071419
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,30.0,30.0,31.0,-1.6869648,-9.846301
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,31.0,31.0,32.0,-1.1371114,-11.073908
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,32.0,32.0,33.0,-1.0544744,-11.114473
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,33.0,33.0,34.0,-1.080811,-11.132111
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,34.0,34.0,35.0,-0.7216299,-12.00507
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,35.0,35.0,36.0,-0.6539936,-12.03984
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,36.0,36.0,37.0,-0.62371397,-12.336394
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,37.0,37.0,38.0,-0.6807202,-12.227453
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,38.0,38.0,39.0,-0.6452487,-12.287559
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,39.0,39.0,40.0,-0.69929224,-11.886511
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,40.0,40.0,41.0,-0.5385768,-12.584181
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,41.0,41.0,42.0,-0.5729907,-12.567971
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,42.0,42.0,43.0,-0.54798657,-12.581736
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,43.0,43.0,44.0,-0.6912367,-11.96897
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,44.0,44.0,45.0,-0.57599336,-12.237757
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,45.0,45.0,46.0,-0.6109805,-12.108791
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,46.0,46.0,47.0,-0.64550894,-12.313108
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,47.0,47.0,48.0,-0.6253512,-12.429656
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,48.0,48.0,49.0,-0.6902365,-12.1349125
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,49.0,49.0,50.0,-0.7242374,-12.212229
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,50.0,50.0,51.0,-0.5011093,-12.350998
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,51.0,51.0,52.0,-0.5159751,-12.534774
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,52.0,52.0,53.0,-0.45631075,-12.614999
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,53.0,53.0,54.0,-0.58914244,-12.007266
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,54.0,54.0,55.0,-1.9057914,-9.190485
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,55.0,55.0,56.0,-1.879532,-9.362076
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,56.0,56.0,57.0,-1.8664135,-9.457068
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,57.0,57.0,58.0,-1.8585356,-9.453308
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,58.0,58.0,59.0,-1.8510039,-9.518169
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,59.0,59.0,60.0,-1.8935663,-9.384292
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,60.0,60.0,61.0,-1.8475782,-9.001469
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,61.0,61.0,62.0,-0.6252413,-12.107582
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,62.0,62.0,63.0,-1.4686644,-10.3465605
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,63.0,63.0,64.0,-0.95511377,-11.302994
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,64.0,64.0,65.0,-0.8669216,-11.410903
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,65.0,65.0,66.0,-1.1778723,-10.862307
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,66.0,66.0,67.0,-0.78962386,-11.549104
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,67.0,67.0,68.0,-0.8793103,-11.399709
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,68.0,68.0,69.0,-0.81940395,-11.468871
dummyuser3,755302__urkki69__asphalt-truck.mp4,-1.0,69.0,69.0,70.0,-0.79133666,-11.507398
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,0.0,0.0,1.0,4.994571,18.861164
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,1.0,1.0,2.0,4.549902,16.531328
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,2.0,2.0,3.0,3.3571122,17.731071
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,3.0,3.0,4.0,3.7648766,18.76489
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,4.0,4.0,5.0,3.1985621,17.628378
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,5.0,5.0,6.0,3.650568,18.523706
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,6.0,6.0,7.0,3.811575,18.052668
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,7.0,7.0,8.0,4.6431346,18.642096
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,8.0,8.0,9.0,4.2110286,17.997814
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,9.0,9.0,10.0,3.6881838,18.291199
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,10.0,10.0,11.0,3.6162367,17.122519
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,11.0,11.0,12.0,3.6263983,17.54247
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,12.0,12.0,13.0,3.3461733,17.004454
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,13.0,13.0,14.0,3.388567,17.133127
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,14.0,14.0,15.0,4.3144174,19.071571
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,15.0,15.0,16.0,4.275255,17.984663
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,16.0,16.0,17.0,4.1363363,19.046448
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,17.0,17.0,18.0,3.2852578,17.518322
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,18.0,18.0,19.0,3.6317513,17.705488
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,19.0,19.0,20.0,3.8508267,18.428036
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,20.0,20.0,21.0,3.69004,18.625393
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,21.0,21.0,22.0,4.5769663,17.784773
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,22.0,22.0,23.0,4.794707,18.042158
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,23.0,23.0,24.0,4.645383,18.010206
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,24.0,24.0,25.0,4.520346,18.381832
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,25.0,25.0,26.0,3.1666389,18.127556
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,26.0,26.0,27.0,3.0922942,17.90608
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,27.0,27.0,28.0,5.290642,18.841753
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,28.0,28.0,29.0,5.1497426,18.367615
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,29.0,29.0,30.0,5.7852387,18.617655
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,30.0,30.0,31.0,5.824258,18.6129
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,31.0,31.0,32.0,5.7550287,18.526766
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,32.0,32.0,33.0,5.7796893,18.555166
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,33.0,33.0,34.0,5.854319,18.677027
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,34.0,34.0,35.0,5.795872,18.56767
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,35.0,35.0,36.0,4.888745,16.480532
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,36.0,36.0,37.0,4.9248567,16.148684
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,37.0,37.0,38.0,4.979709,16.120789
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,38.0,38.0,39.0,4.824101,16.22936
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,39.0,39.0,40.0,4.9127703,16.080666
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,40.0,40.0,41.0,4.850613,16.234928
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,41.0,41.0,42.0,4.7367716,16.408384
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,42.0,42.0,43.0,4.7054844,17.013847
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,43.0,43.0,44.0,4.753082,17.100702
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,44.0,44.0,45.0,4.6012425,16.85271
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,45.0,45.0,46.0,4.8691607,16.168459
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,46.0,46.0,47.0,4.333122,16.723722
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,47.0,47.0,48.0,4.395145,17.785383
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,48.0,48.0,49.0,3.8147004,17.080057
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,49.0,49.0,50.0,4.212331,16.771349
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,50.0,50.0,51.0,3.8818972,16.83603
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,51.0,51.0,52.0,4.703162,16.887138
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,52.0,52.0,53.0,3.5681124,16.870367
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,53.0,53.0,54.0,3.5141683,16.90868
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,54.0,54.0,55.0,4.9487705,18.878399
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,55.0,55.0,56.0,4.8644166,16.45186
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,56.0,56.0,57.0,4.9687777,16.03003
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,57.0,57.0,58.0,3.6275728,17.936365
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,58.0,58.0,59.0,4.6172094,16.852674
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,59.0,59.0,60.0,3.4028118,18.208714
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,60.0,60.0,61.0,4.403876,17.642876
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,61.0,61.0,62.0,4.470476,17.538279
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,62.0,62.0,63.0,4.2400064,19.026722
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,63.0,63.0,64.0,4.1588397,18.9142
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,64.0,64.0,65.0,4.2299476,17.903559
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,65.0,65.0,66.0,3.6329334,17.751354
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,66.0,66.0,67.0,3.7871835,18.85561
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,67.0,67.0,68.0,4.2945104,17.015434
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,68.0,68.0,69.0,4.0029745,17.036345
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,69.0,69.0,70.0,3.7701285,17.863262
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,70.0,70.0,71.0,4.369504,17.523401
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,71.0,71.0,72.0,4.3079357,16.898245
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,72.0,72.0,73.0,4.5993466,18.297373
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,73.0,73.0,74.0,4.8403873,18.868582
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,74.0,74.0,75.0,4.1173687,18.24918
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,75.0,75.0,76.0,4.7982597,17.997469
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,76.0,76.0,77.0,4.9923587,18.116066
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,77.0,77.0,78.0,3.7318373,16.881378
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,78.0,78.0,79.0,3.4115975,17.078022
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,79.0,79.0,80.0,4.490384,16.869677
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,80.0,80.0,81.0,4.613265,18.241568
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,81.0,81.0,82.0,4.1266384,16.72495
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,82.0,82.0,83.0,4.028751,16.984308
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,83.0,83.0,84.0,4.5142407,17.040552
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,84.0,84.0,85.0,5.793693,18.595243
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,85.0,85.0,86.0,4.786159,16.984392
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,86.0,86.0,87.0,4.6866245,16.365551
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,87.0,87.0,88.0,4.7868996,17.083475
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,88.0,88.0,89.0,4.694163,18.133682
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,89.0,89.0,90.0,3.6680787,17.987265
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,90.0,90.0,91.0,4.8905196,17.687212
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,91.0,91.0,92.0,3.467454,17.045837
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,92.0,92.0,93.0,4.5649776,17.179976
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,93.0,93.0,94.0,4.886125,18.864738
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,94.0,94.0,95.0,4.334596,18.158928
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,95.0,95.0,96.0,4.160472,18.955328
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,96.0,96.0,97.0,3.5196962,17.6546
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,97.0,97.0,98.0,3.5360017,17.679548
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,98.0,98.0,99.0,4.517169,18.769907
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,99.0,99.0,100.0,4.191612,19.056784
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,100.0,100.0,101.0,5.259104,18.790735
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,101.0,101.0,102.0,3.4007952,17.402588
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,102.0,102.0,103.0,3.2411256,17.885317
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,103.0,103.0,104.0,3.1801546,18.095352
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,104.0,104.0,105.0,3.1510632,18.055504
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,105.0,105.0,106.0,4.550711,17.70832
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,106.0,106.0,107.0,4.702653,18.382378
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,107.0,107.0,108.0,3.2845144,17.58606
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,108.0,108.0,109.0,5.280108,19.402847
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,109.0,109.0,110.0,5.409977,19.281681
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,110.0,110.0,111.0,5.2254214,19.36998
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,111.0,111.0,112.0,5.151076,19.367538
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,112.0,112.0,113.0,4.6510887,18.93767
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,113.0,113.0,114.0,3.3333988,18.3254
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,114.0,114.0,115.0,3.90777,18.192295
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,115.0,115.0,116.0,5.1501536,19.29763
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,116.0,116.0,117.0,5.2699556,19.355568
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,117.0,117.0,118.0,3.4905448,17.541122
dummyuser3,751991__klankbeeld__people-square-may-nl-754-pm-220530_0389.mp4,0.0,118.0,118.0,119.0,3.7717087,18.324879
